MRCA,Non-duplication Per,Duplication Per,Non-duplication,Duplication,Total,group
N5,68.54460094,31.45539906,146,67,213,Positive_summary
N2,92.97520661,7.024793388,225,17,242,Positive_summary
N3,75.52083333,24.47916667,145,47,192,Positive_summary
N4,85.26315789,14.73684211,162,28,190,Positive_summary
N5,66.34615385,33.65384615,138,70,208,Positive_summary
N2,90.6779661,9.322033898,214,22,236,Positive_summary
N3,76.34408602,23.65591398,142,44,186,Positive_summary
N4,86.91099476,13.08900524,166,25,191,Positive_summary
N5,67.9245283,32.0754717,144,68,212,Positive_summary
N2,92.8,7.2,232,18,250,Positive_summary
N3,76.84729064,23.15270936,156,47,203,Positive_summary
N4,83.5978836,16.4021164,158,31,189,Positive_summary
N5,72.59615385,27.40384615,151,57,208,Positive_summary
N2,90.49586777,9.504132231,219,23,242,Positive_summary
N3,75.66137566,24.33862434,143,46,189,Positive_summary
N4,80.31914894,19.68085106,151,37,188,Positive_summary
N5,75.48076923,24.51923077,157,51,208,Positive_summary
N2,92,8,230,20,250,Positive_summary
N3,77.48691099,22.51308901,148,43,191,Positive_summary
N4,83.16326531,16.83673469,163,33,196,Positive_summary
N5,72.90640394,27.09359606,148,55,203,Positive_summary
N2,91.2,8.8,228,22,250,Positive_summary
N3,67.34693878,32.65306122,132,64,196,Positive_summary
N4,85.86387435,14.13612565,164,27,191,Positive_summary
N5,73.78640777,26.21359223,152,54,206,Positive_summary
N2,94.75982533,5.240174672,217,12,229,Positive_summary
N3,73.79679144,26.20320856,138,49,187,Positive_summary
N4,81.72043011,18.27956989,152,34,186,Positive_summary
N5,70.2970297,29.7029703,142,60,202,Positive_summary
N2,90.625,9.375,203,21,224,Positive_summary
N3,75.75757576,24.24242424,150,48,198,Positive_summary
N4,86.45833333,13.54166667,166,26,192,Positive_summary
N5,79.7979798,20.2020202,158,40,198,Positive_summary
N2,93.39207048,6.607929515,212,15,227,Positive_summary
N3,70.2247191,29.7752809,125,53,178,Positive_summary
N4,83.68421053,16.31578947,159,31,190,Positive_summary
N5,69.84924623,30.15075377,139,60,199,Positive_summary
N2,90.94650206,9.053497942,221,22,243,Positive_summary
N3,73.0964467,26.9035533,144,53,197,Positive_summary
N4,87.43455497,12.56544503,167,24,191,Positive_summary
N5,74.51923077,25.48076923,155,53,208,Positive_summary
N2,92.94605809,7.053941909,224,17,241,Positive_summary
N3,72.05882353,27.94117647,147,57,204,Positive_summary
N4,82.05128205,17.94871795,160,35,195,Positive_summary
N5,76.92307692,23.07692308,160,48,208,Positive_summary
